iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,new_tests_smoothed,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_100k
CHL,Chile,2020-04-30,14885,520,216,9,778659,27202,11299,471,180517.0,7898.0,9443,413,6481.0,0.33899999999999997,tests performed,75.66,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-01,16023,1138,227,11,838189,59531,11875,575,189433.0,8916.0,9.91,466,6738.0,0.35200000000000004,tests performed,75.66,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-02,17008,985,234,7,889716,51527,12241,366,199400.0,9967.0,10431,521,7170.0,375,tests performed,75.66,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-03,18435,1427,247,13,964365,74649,12921,0.68,206218.0,6818.0,10788,357,7178.0,375,tests performed,75.66,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-04,19663,1228,260,13,1028604,64239,13601,0.68,214131.0,7913.0,11202,414,7557.0,395,tests performed,75.66,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-05,20643,980,270,10,1079869,51265,14124,523,222095.0,7964.0,11618,417,7990.0,418,tests performed,75.66,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-06,22016,1373,275,5,1151693,71824,14386,262,232108.0,10013.0,12.142000000000001,524,8498.0,445,tests performed,75.66,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-07,23048,1032,281,6,1205678,53986,14.7,314,244226.0,12118.0,12776,634,9101.0,0.47600000000000003,tests performed,75.66,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-08,24581,1533,285,4,1285872,80194,14909,209,255961.0,11735.0,13.39,614,9504.0,0.49700000000000005,tests performed,78.83,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-09,25972,1391,294,9,1358638,72765,15.38,471,267904.0,11943.0,14.014000000000001,625,9786.0,512,tests performed,78.83,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-10,27219,1247,304,10,1423.87,65233,15903,523,280684.0,12780.0,14683,669,10638.0,556,tests performed,78.83,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-11,28866,1647,312,8,1510027,86157,16321,418,294057.0,13373.0,15383,0.7,11418.0,597,tests performed,78.83,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-12,30063,1197,323,11,1572644,62617,16897,575,303340.0,9283.0,15868,486,11606.0,607,tests performed,78.83,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-13,31721,1658,335,12,1659377,86733,17524,628,313750.0,10410.0,16413,545,11663.0,0.61,tests performed,78.83,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-14,34381,2660,346,11,1798526,139149,18.1,575,325417.0,11667.0,17023,0.61,11599.0,607,tests performed,78.83,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-15,37040,2659,358,12,1937623,139097,18728,628,341512.0,16095.0,17865,842,12222.0,639,tests performed,78.83,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-16,39542,2502,394,36,2068506,130884,20611,1883,350325.0,8813.0,18326,461,11774.0,616,tests performed,78.83,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-17,41428,1886,421,27,2167166,98.66,22023,1412,363496.0,13171.0,19015,689,11830.0,619,tests performed,78.83,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-18,43781,2353,450,29,2290255,123089,23.54,1517,381011.0,17515.0,19.930999999999997,916,12422.0,0.65,tests performed,,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-19,46059,2278,478,28,2409421,119166,25005,1465,397200.0,16189.0,20.778000000000002,847,13409.0,701,tests performed,,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
CHL,Chile,2020-05-20,49579,3520,509,31,2593558,184137,26627,1622,409669.0,12469.0,21.43,652,13703.0,0.7170000000000001,tests performed,,19116209.0,24282,35.4,11087,6938,22767037,1.3,127993,8.46,34.2,41.5,,2.11
